[00:09.980 --> 00:10.980]  Oh, nice.
[02:07:17.710 --> 02:07:24.430]  So it's like when you know the breeders really putting in work when sometimes you want variability.
[02:07:24.430 --> 02:07:26.350]  I mean, that F1 sometimes.
[02:07:26.350 --> 02:07:30.670]  But anyway, so yeah, I've entered that.
[02:07:30.670 --> 02:07:36.350]  And I was I really wanted to be able to be like this Malawi dog, Brandon Russ just won.
[02:07:36.350 --> 02:07:40.670]  Or this hot rod that I had in there from Dungeons Vault Genetics.
[02:07:40.670 --> 02:07:41.870]  Eric, shout out to him too.
[02:07:41.870 --> 02:07:43.870]  And Brandon Russ, I'm running your gear.
[02:07:43.870 --> 02:07:45.710]  I have some beautiful phenos I found.
[02:07:47.870 --> 02:07:50.430]  Yeah, man, this is that what's behind you.
[02:07:50.430 --> 02:07:55.070]  We've had a couple of people make comments like, dude, those bugs are awesome behind them.
[02:07:55.070 --> 02:07:55.550]  Yeah, yeah.
[02:07:55.550 --> 02:07:56.590]  These are in the tent now.
[02:07:56.590 --> 02:07:57.470]  I just harvested.
[02:07:57.470 --> 02:08:03.630]  So this is the Malawi dog that actually went like purple, deep purple, like Uptown Grow
[02:08:03.630 --> 02:08:03.950]  Labs.
[02:08:03.950 --> 02:08:05.950]  When I saw him, I was like, oh, I got those packs.
[02:08:05.950 --> 02:08:06.830]  I'm going to pop.
[02:08:06.830 --> 02:08:07.790]  I got a whole nother pack.
[02:08:07.790 --> 02:08:09.630]  So I'm going to find another one too.
[02:08:09.630 --> 02:08:12.270]  But this one goes purple, beautiful Malawi dog.
[02:08:12.270 --> 02:08:15.710]  This is the one that's the chem leaner.
[02:08:16.510 --> 02:08:17.790]  I had another Malawi dog.
[02:08:17.790 --> 02:08:18.270]  It was more.
[02:08:19.070 --> 02:08:20.750]  This is double tangy banana.
[02:08:20.750 --> 02:08:21.630]  I had that in too.
[02:08:21.630 --> 02:08:24.430]  I was going to be like, dude, Crockett family, you got to represent.
[02:08:24.430 --> 02:08:26.270]  That thing is trimmed rather phallically.
[02:08:26.830 --> 02:08:28.110]  No, no, it's not even trimmed.
[02:08:30.430 --> 02:08:33.150]  That's all because it's been hanging upside down for three days.
[02:08:34.510 --> 02:08:38.430]  And then here's my 818 headband or Swerve's 818 headband.
[02:08:38.430 --> 02:08:38.750]  OK.
[02:08:39.790 --> 02:08:41.310]  They went totally purple.
[02:08:41.310 --> 02:08:42.910]  And then this is the green pheno.
[02:08:42.910 --> 02:08:43.630]  These are sisters.
[02:08:43.710 --> 02:08:49.470]  So this shows you how sisters like in this has more golf ball structure.
[02:08:49.470 --> 02:08:51.070]  This is more of a sour diesel leaner.
[02:08:51.070 --> 02:08:53.310]  This is more that SFBIBL leaner.
[02:08:55.550 --> 02:08:59.950]  Yeah, so oh, and then now I hope to be able to enter this soon.
[02:08:59.950 --> 02:09:01.390]  This is the Chile Verde.
[02:09:01.390 --> 02:09:02.830]  Shout out to Eric Minor.
[02:09:03.710 --> 02:09:04.750]  You don't know who he is.
[02:09:04.750 --> 02:09:06.350]  You look him up.
[02:09:06.350 --> 02:09:06.910]  That's right.
[02:09:07.550 --> 02:09:08.050]  Yeah.
[02:09:08.050 --> 02:09:12.030]  He was out in Thailand with the with Steve Reisner too.
[02:09:12.030 --> 02:09:12.990]  Shout out to him, bro.
[02:09:12.990 --> 02:09:14.110]  They're killing it out there.
[02:09:14.110 --> 02:09:18.830]  That's what I aspire to do, to be out there under the sun making a difference.
[02:09:20.030 --> 02:09:22.510]  You know, so that's, you know, we're getting there.
[02:09:22.510 --> 02:09:23.390]  We're getting there.
[02:09:23.390 --> 02:09:24.830]  I told you our five year plan.
[02:09:24.830 --> 02:09:26.910]  So it's we're going to we're working on that too.
[02:09:27.870 --> 02:09:28.350]  Good.
[02:09:28.350 --> 02:09:34.590]  Yeah, he's out there getting it set up from the ground up, building buildings and facilities.
[02:09:34.590 --> 02:09:36.190]  Mad love and respect to all of those people.
[02:09:36.190 --> 02:09:38.030]  Those are the yeah, man.
[02:09:38.030 --> 02:09:41.150]  I would I would love an opportunity like that.
[02:09:41.150 --> 02:09:46.510]  I would be nervous as hell about an opportunity like that, but I would love it if it was my own
[02:09:46.510 --> 02:09:47.230]  investment.
[02:09:47.230 --> 02:09:49.230]  So that's awesome.
[02:09:49.230 --> 02:09:50.990]  Yeah, I like following what they're doing there.
[02:09:50.990 --> 02:09:52.830]  I'm not eating from the farmer's market, though.
[02:09:55.710 --> 02:09:56.590]  Yeah, yeah.
[02:09:56.590 --> 02:09:58.030]  Bugs, bugs.
[02:09:58.030 --> 02:10:03.870]  Yeah, my sister's sister and her family traveled in that area.
[02:10:03.870 --> 02:10:05.550]  And I do want to try a silkworm.
[02:10:05.550 --> 02:10:06.430]  I guess they're pretty good.
[02:10:06.430 --> 02:10:07.230]  That's what he said.
[02:10:08.030 --> 02:10:12.270]  Yeah, I got nothing to say.
[02:10:13.150 --> 02:10:14.110]  I don't know.
[02:10:14.110 --> 02:10:20.270]  Chef, tell us as a chef, man, where do insects fall into the fall into the menu here?
[02:10:21.470 --> 02:10:23.870]  Have you ever infused a insect?
[02:10:25.790 --> 02:10:29.550]  No, no, the bugs beneath my feet.
[02:10:29.550 --> 02:10:32.030]  They're awfully sweet and pretty neat.
[02:10:32.030 --> 02:10:33.550]  But do I keep them?
[02:10:35.070 --> 02:10:36.190]  I don't like to toil.
[02:10:38.190 --> 02:10:39.150]  What is that?
[02:10:39.150 --> 02:10:39.870]  What is that?
[02:10:40.910 --> 02:10:42.110]  Oh, geez.
[02:10:42.750 --> 02:10:43.230]  I don't know.
[02:10:43.230 --> 02:10:45.390]  I'm just going to join him some sour.
[02:10:45.390 --> 02:10:48.270]  I don't say that was the product of his second joint.
[02:10:49.630 --> 02:10:50.750]  I was like that was that was.
[02:10:54.030 --> 02:10:56.110]  All right, so tell us, did you grow that one?
[02:10:58.270 --> 02:10:59.230]  I did, I did.
[02:10:59.230 --> 02:11:04.270]  Yes, this is a sour diesel cross to the San Fernando Valley.
[02:11:04.990 --> 02:11:10.670]  Oh, gosh, BX three, similar to John's headband, but not from Swerve.
[02:11:11.310 --> 02:11:13.710]  This was bred by Gandias Farm.
[02:11:13.710 --> 02:11:14.990]  Shout out to Gabe Ruth.
[02:11:15.550 --> 02:11:23.070]  I found him through Kevin Gregory, and he is putting in some serious work.
[02:11:23.070 --> 02:11:27.710]  The sour diesel that he used for this is from Mr. Bob Hemphill's cut.
[02:11:29.310 --> 02:11:32.430]  He and Bob did a little swap, I believe.
[02:11:32.430 --> 02:11:33.470]  Correct me if I'm wrong.
[02:11:33.550 --> 02:11:43.150]  Gabe, I'm sorry, but he's held the NL5 for like 20 years out in the west from a friend
[02:11:43.150 --> 02:11:51.070]  of his from Seattle, and he did a swap for his NL5 to Bob for the sour diesel cut.
[02:11:52.190 --> 02:11:59.150]  He's been doing some work with that and his NL5 by two and some super lemon haze and some
[02:11:59.150 --> 02:12:08.430]  super lemon A5 tie crosses and some really good work with the SFV OG BX3 that he got from
[02:12:09.310 --> 02:12:11.630]  Shaw Bud 707 seed bank.
[02:12:13.310 --> 02:12:22.110]  One of the gaps to, it was the SFV OG that Skunk VA used for the work that he did with
[02:12:22.110 --> 02:12:28.190]  the SFV OG BX2, but now it's at the BX3, and that's the male that hit the sour D.
[02:12:29.230 --> 02:12:31.550]  It's got me feeling a certain way right now, gentlemen.
[02:12:33.070 --> 02:12:39.310]  I was going to say that's going to be a pretty powerful punch there.
[02:12:39.310 --> 02:12:40.670]  How did it grow for you?
[02:12:41.310 --> 02:12:46.430]  Was it a kind of a bitch to grow or was it easy?
[02:12:46.430 --> 02:12:47.390]  Long and lanky?
[02:12:49.150 --> 02:12:52.750]  Well, actually, this one had more of the OG lean onto it.
[02:12:52.750 --> 02:12:54.030]  I had a couple of phenos.
[02:12:54.910 --> 02:12:58.750]  One of them that was actually a little bit more difficult to grow that was more towards
[02:12:58.750 --> 02:13:05.630]  the sour diesel leaner that smelled an awful lot like John's green headband pheno, that
[02:13:05.630 --> 02:13:06.590]  super sour.
[02:13:06.590 --> 02:13:07.310]  That's squished.
[02:13:07.310 --> 02:13:08.590]  It's squished really well too.
[02:13:08.590 --> 02:13:09.390]  That was delicious.
[02:13:10.270 --> 02:13:12.750]  But that was the one that didn't set up actually, John.
[02:13:12.750 --> 02:13:17.310]  The one that squished really well and did set up nice and battered and turned in some
[02:13:17.310 --> 02:13:21.070]  beautiful rods and is the one that I'm smoking here, which is the number three girl.
[02:13:21.470 --> 02:13:27.790]  And that one was more kind of like that was the SFV, but it had kind of like a chem D
[02:13:27.790 --> 02:13:31.230]  kind of funk to it, which was nice.
[02:13:32.110 --> 02:13:34.110]  But yeah, that one made a beautiful rosin.
[02:13:34.110 --> 02:13:36.830]  I have some in the fridge over there curing right now.
[02:13:36.830 --> 02:13:44.270]  Hoda Erb's keeping an eye on it with his wonderful sticker of his awesome bucket hat.
[02:13:44.270 --> 02:13:50.350]  So I got that right on my dab fridge, keeping its little eyes on my fridge, keeping all
[02:13:50.350 --> 02:13:51.150]  my dabs safe.
[02:13:51.150 --> 02:13:52.030]  So thank you, Hoda.
[02:13:56.830 --> 02:14:01.630]  I'll have to share some SFV OG with you next time or the sour SFV next time we see each
[02:14:01.630 --> 02:14:01.870]  other.
[02:14:04.190 --> 02:14:08.030]  We grew up some beautiful plants this year out in his garden outdoors, man.
[02:14:08.030 --> 02:14:10.910]  He really he pulled some weight out of there too, man.
[02:14:10.910 --> 02:14:16.350]  In that small space, dude, you really rock those plants that that man and the G4 line
[02:14:16.990 --> 02:14:23.390]  like I punted this this G4 line from Brandon Russ, the G4 line 1BX.
[02:14:24.110 --> 02:14:33.230]  And yeah, it's definitely the one that's the the the GG line leaner because I had another
[02:14:33.230 --> 02:14:38.270]  Fino that was in Brandon commented on a post because I was like, look, an amazing work.
[02:14:38.270 --> 02:14:38.990]  This is awesome.
[02:14:39.550 --> 02:14:41.310]  And it has beautiful colors.
[02:14:42.030 --> 02:14:44.910]  And and it's really lime.
[02:14:44.910 --> 02:14:46.590]  It's really so lime forward.
[02:14:46.590 --> 02:14:48.750]  But with the fuel, it's really.
[02:14:49.470 --> 02:14:50.110]  Yeah.
[02:14:50.110 --> 02:14:50.510]  Yeah.
[02:14:50.510 --> 02:14:54.990]  Jason and Kay Knetic stuck his nose in it and immediately was like, oh, you can smell
[02:14:54.990 --> 02:14:55.550]  the lime there.
[02:14:55.550 --> 02:15:00.990]  He's working with a lot of different lime stuff from Mean Gene that he's worked himself
[02:15:00.990 --> 02:15:06.750]  over the years and some other awesome genetics from Caleb Inspecta and stuff that he's
[02:15:07.630 --> 02:15:08.750]  acclimatized to his farm.
[02:15:08.750 --> 02:15:10.270]  And he hit his nose to that.
[02:15:10.270 --> 02:15:16.830]  And he showed me some some lime skyjarro stuff that had a similar nose to it, too.
[02:15:16.830 --> 02:15:19.390]  And yeah, he really enjoyed that one.
[02:15:19.390 --> 02:15:23.630]  That GG line, you know, that there, John, is something special for sure.
[02:15:26.030 --> 02:15:31.630]  It's beautiful, like vivid foliage, like like you would see here in New England, that's
[02:15:31.630 --> 02:15:35.230]  got that like maple leaf, beautiful fade to it's amazing.
[02:15:35.230 --> 02:15:36.990]  Yeah, but it's very lime.
[02:15:36.990 --> 02:15:37.710]  It's very lime.
[02:15:37.710 --> 02:15:40.030]  And really, I don't have it in this run.
[02:15:40.350 --> 02:15:45.470]  I mean, but yeah, that was a really nice potent plant.
[02:15:45.470 --> 02:15:46.830]  I don't think I tested that one.
[02:15:46.830 --> 02:15:47.790]  I didn't have that one.
[02:15:47.790 --> 02:15:53.150]  I wish I had that one in the cup because I really want to be able to be like say some
[02:15:53.150 --> 02:15:58.750]  breeders name and give them credit for like, you know, I don't want it just to be about,
[02:15:58.750 --> 02:16:01.070]  you know, GG four times as your arrow.
[02:16:01.070 --> 02:16:09.630]  Yeah, I'm excited to get into a few things that I've gotten from Mean Gene.
[02:16:09.630 --> 02:16:12.750]  There's a cherry limeade times gelato 33.
[02:16:14.190 --> 02:16:16.110]  I got some black lime as well.
[02:16:17.790 --> 02:16:21.550]  Some things, yeah, I really want to dive into the sky Jaro as well.
[02:16:21.550 --> 02:16:22.350]  Oh, let's see here.
[02:16:22.910 --> 02:16:24.430]  I had that BLR.
[02:16:24.430 --> 02:16:25.470]  We have the BLR.
[02:16:25.470 --> 02:16:26.350]  We grew it outside.
[02:16:26.350 --> 02:16:31.710]  It still came out really good, but that I can really see how the GG four lime because
[02:16:31.790 --> 02:16:41.550]  the lime one is, I believe the mom of the, the lime one is the mom of the, what was I
[02:16:41.550 --> 02:16:42.110]  trying to say?
[02:16:44.350 --> 02:16:45.150]  Of the black lime.
[02:16:45.150 --> 02:16:47.310]  Lime one is the mom of the GG four.
[02:16:47.310 --> 02:16:47.810]  Yeah.
[02:16:51.070 --> 02:16:52.510]  What do I have Mean Genes?
[02:16:52.510 --> 02:16:57.550]  I have, well, I have a cross that Dutch did that I'm really excited to get into.
[02:16:57.550 --> 02:17:00.670]  Actually, I have a bunch of packs from Dutch that I need to dig into.
[02:17:00.670 --> 02:17:05.470]  I got a lot of regenerative seeds that I'm going to pop for this season, at least six
[02:17:05.470 --> 02:17:06.910]  or seven different strains.
[02:17:06.910 --> 02:17:13.790]  So I have to pick two strains from each farmer and there's more farmers and more strains
[02:17:13.790 --> 02:17:15.070]  than I have the space for.
[02:17:15.070 --> 02:17:20.590]  So it's going to be really hard to decide what is going to get flowered out outside
[02:17:20.590 --> 02:17:23.550]  and what gets kept and brought along.
[02:17:23.550 --> 02:17:33.390]  But from Dutch and Mean Gene, it's the 88 G13 hash plant to the Sky Cuddler Cush.
[02:17:33.390 --> 02:17:37.710]  I think Dutch calls it the Hash Cuddler Cush or the Hash Cuddler.
[02:17:38.270 --> 02:17:38.750]  Yeah.
[02:17:38.750 --> 02:17:41.550]  And then from Mean Gene, that's going to be really exciting.
[02:17:42.270 --> 02:17:51.550]  And then from Mean Gene, I got the grape soda or the lime soda skunk BX2, which is the
