[00:00.000 --> 00:02.000]  1003
[01:59:17.700 --> 01:59:20.700]  Yeah. If someone doesn't know what they're looking for, you know,
[01:59:20.700 --> 01:59:23.700]  if they're like just getting into this and you know,
[01:59:23.700 --> 01:59:27.700]  they've smoked a little bit and they have preferences, but you know,
[01:59:27.700 --> 01:59:32.700]  maybe aren't aren't so nerdy as to like have a whole library, you know,
[01:59:32.700 --> 01:59:36.700]  an actual like book library and, you know, have really delved into this stuff.
[01:59:36.700 --> 01:59:40.700]  Yeah. It'd be a good starting place, you know, look,
[01:59:41.700 --> 01:59:45.700]  I would recommend like sorting through maybe my blog,
[01:59:45.700 --> 01:59:50.700]  like by breeder or something to kind of get a feel because each breeder,
[01:59:50.700 --> 01:59:53.700]  you know, passes on their own kind of style.
[01:59:54.700 --> 01:59:58.700]  And, and certainly will, will cater to different tastes.
[01:59:58.700 --> 02:00:02.700]  So if people have, you know, one preference versus another,
[02:00:02.700 --> 02:00:07.700]  that's probably a pretty good way, pretty good way to get acquainted. But yeah,
[02:00:07.700 --> 02:00:10.700]  yeah. I mean, it is amazing. You know, you talk about stories like that,
[02:00:10.700 --> 02:00:15.700]  like driving five hours for a plant and you pay 500 bucks for it. And you know,
[02:00:15.700 --> 02:00:19.700]  it's this little plant that you have to nurse probably back to health.
[02:00:19.700 --> 02:00:22.700]  It probably wasn't even very healthy. And you know,
[02:00:22.700 --> 02:00:27.700]  everyone who was growing before it was really legal has all those stories,
[02:00:28.700 --> 02:00:31.700]  right. They were really passionate about this stuff.
[02:00:31.700 --> 02:00:33.700]  I got a good one for you guys. I was out,
[02:00:34.700 --> 02:00:38.700]  I usually go up to Humboldt County in the fall and see, Oh,
[02:00:38.700 --> 02:00:43.700]  look at the little one. What's up? Hey, Hey. Anyway,
[02:00:43.700 --> 02:00:46.700]  so I go up and I hang out with Wendy and Kev and, you know,
[02:00:46.700 --> 02:00:51.700]  see the crew up there. And I was having lunch with Kevin and this couple comes
[02:00:53.700 --> 02:00:56.700]  driving up and walks up to Kevin says, you know,
[02:00:56.700 --> 02:00:58.700]  we're here from Oakland and we're here to see you.
[02:00:58.700 --> 02:01:01.700]  And he's like, dude, you just drove from Oklahoma.
[02:01:01.700 --> 02:01:04.700]  I thought you were local man. He goes, all right, all right, hang on. Let me,
[02:01:04.700 --> 02:01:05.700]  let me go back and get you the cut.
[02:01:06.700 --> 02:01:09.700]  So he fricking went and got him a cut and handed it to him. And they're like,
[02:01:09.700 --> 02:01:12.700]  well, how much do you want? It's not, dude, you just drove from Oklahoma.
[02:01:12.700 --> 02:01:16.700]  Please have it. That shit still goes on.
[02:01:16.700 --> 02:01:18.700]  There you go about getting lucky, man. Right.
[02:01:19.700 --> 02:01:21.700]  Well reaching out to the right person, you know,
[02:01:21.700 --> 02:01:22.700]  the right people. Yeah.
[02:01:22.700 --> 02:01:23.700]  And I think that's the thing about it.
[02:01:24.700 --> 02:01:27.700]  Peter just got booped. Did he?
[02:01:28.700 --> 02:01:31.700]  I don't know why, but kids love doing that. My boy is six.
[02:01:33.700 --> 02:01:34.700]  Can I get a boop?
[02:01:39.700 --> 02:01:40.700]  How old is she?
[02:01:43.700 --> 02:01:44.700]  She's six.
[02:01:44.700 --> 02:01:46.700]  And I think she's about eight or nine years old.
[02:01:46.700 --> 02:01:55.120]  How old is she?
[02:01:55.120 --> 02:02:00.060]  She just turned three last week.
[02:02:00.060 --> 02:02:03.700]  She needs more air time.
[02:02:03.700 --> 02:02:04.700]  She just met Valentina.
[02:02:04.700 --> 02:02:05.700]  What is this?
[02:02:05.700 --> 02:02:06.700]  Jellyfish.
[02:02:06.700 --> 02:02:07.700]  It's a jellyfish.
[02:02:07.700 --> 02:02:08.700]  It's a very good jellyfish.
[02:02:08.700 --> 02:02:11.700]  Did you make it at school?
[02:02:11.700 --> 02:02:15.700]  Or you don't have school Sunday, summer?
[02:02:15.700 --> 02:02:18.700]  No, she has school.
[02:02:18.700 --> 02:02:21.700]  Oh, she does?
[02:02:21.700 --> 02:02:23.700]  Yeah, keep that brain going.
[02:02:23.700 --> 02:02:26.700]  I love that feeling.
[02:02:26.700 --> 02:02:32.700]  There was a semantics comment about, I guess, Couch Lock Indica.
[02:02:32.700 --> 02:02:41.700]  So Cheddar Bob, if you can, or if someone can type out what the issue is, because I was not really listening, and I'll post it.
[02:02:41.700 --> 02:02:43.700]  Shout out to Cheddar Bob.
[02:02:43.700 --> 02:02:54.700]  Terminology is important, but I think that the general public, consumers have an idea of what Indica versus Sativa means, and people who grow have a very different idea.
[02:02:54.700 --> 02:02:59.700]  And it's like, which audience are you talking to when you say something?
[02:02:59.700 --> 02:03:03.700]  So Cheddar Bob says, what does Couch Lock Indica mean?
[02:03:03.700 --> 02:03:04.700]  Sure.
[02:03:04.700 --> 02:03:10.700]  Yeah, I would say that's a term that I refer to.
[02:03:10.700 --> 02:03:22.700]  I guess, you know, it's really probably the majority of elite clones that are floating around today, I would say, kind of fit in that category.
[02:03:22.700 --> 02:03:32.700]  You know, they might not be necessarily pure Indicas or pure Indica genetics or anything like that, which is even debatable what that means, right?
[02:03:32.700 --> 02:03:46.700]  But, you know, when I use that term, I'm basically referring to some of these hype strains that have kind of muddled highs, kind of indistinguishable from one another.
[02:03:47.700 --> 02:04:02.700]  You know, like if you're smoking one and you smoke a different one the next day, and they're all just kind of blend together or are just not very characteristic in any one particular way.
[02:04:03.700 --> 02:04:18.700]  I guess that's something I'll usually refer to as just, you know, Couch Lock Indica. It's just kind of a generic. And not that it's, you know, not enjoyable, but those are locators, not medical effects. I'm not really sure what that means.
[02:04:18.700 --> 02:04:28.700]  Well, it's kind of like the high-immersing dominant strains are like that. They tend to, you know, knock you down. And if you've got pain issues, they work fantastic.
[02:04:28.700 --> 02:04:30.700]  Absolutely.
[02:04:30.700 --> 02:04:35.700]  Yeah, not something that you want to smoke at a party because everyone's going to get quiet and go lay down.
[02:04:35.700 --> 02:04:51.700]  Right, right. And the thing I guess that, you know, I feel about those strains is that it's something that's just, you know, it's not something you need to necessarily breed for. It's readily available in all kinds of different strains.
[02:04:52.700 --> 02:05:15.700]  So to me, it's not something that I'm going to go seek out because it's all over the place, right? You know, you can have that experience with any kind of flavor that you want. It can be easy to grow all that stuff. Whereas, you know, on the other hand, haze, which is very much not a Couch Lock Indica, you really need to seek that out.
[02:05:15.700 --> 02:05:31.700]  And it's difficult to find a strain that has those characteristics. So, yeah, you know, Couch Lock Indica is just kind of a term that I throw around to some of these generally more generic type smokes.
[02:05:31.700 --> 02:05:59.700]  Now, I remember a cheese that I once bought in Arizona a few years back. And man, that thing took you down. I mean, two hits and you literally could not get off the couch. And I ended up giving it away because it's just like I don't enjoy that. You know, it's not what I really want to do is go into my deep headspace and then, you know, beat myself up while I'm trying to freaking come down.
[02:06:01.700 --> 02:06:14.700]  So I hear you. I think that's kind of a good term or a good expression. Perhaps maybe some of the newer people won't understand what that means, but eventually they'll figure it out once they have that type of experience.
[02:06:15.700 --> 02:06:39.700]  Right. And I think, you know, even most newbies, you know, for sure have had just different experiences with Bud where one really affects them, even if they can articulate how they really like how that one affects them, you know. So those are the things. Yeah, I mean, yeah, Mr. Toad, if you want to get into the whole argument, there's narrow leaf drug, there's broad leaf drug.
[02:06:40.700 --> 02:06:45.700]  That's what I was trying to let's talk about that because I definitely feel like that's the.
[02:06:46.700 --> 02:07:07.700]  And this this would be a good French conversation because he mentals out over the exact meaning of words. And the distinction I was trying to make earlier, which I think everybody can agree on, is that for your average consumer, those words mean a certain thing for the higher level people like Mr. Toad and Cheddar Bob in the chat and stuff.
[02:07:07.700 --> 02:07:26.700]  It's like they have different meanings, but I think everybody understands when you're saying it for a different audience. The question is, do we want to reboot and like correct the terminology and maybe have new words that mean, you know, knock you out? It's like the knock you out. One fifty proof weed.
[02:07:27.700 --> 02:07:45.700]  Don't put wheelchair in there. Remember that? Oh, don't smoke that. That's wheelchair weed. But yeah, I think that they're like everything there should be proper terminology so that especially these newbies that are trying or starting should have some.
[02:07:45.700 --> 02:07:49.700]  So what would you call something that will knock you the F out?
[02:07:50.700 --> 02:08:06.700]  We used to call it wheelchair weed. I mean, that was that was it in the day. You know, basically handicapped one way or the other. But I don't know. I don't know what the best terminology is other than, you know, it's a knock you out or it lifts you up.
[02:08:08.700 --> 02:08:10.700]  Broad leaf or narrow leaf.
[02:08:10.700 --> 02:08:14.700]  Right. So this is kind of a more articulate of what I was trying to.
[02:08:15.700 --> 02:08:16.700]  I was trying to say.
[02:08:16.700 --> 02:08:17.700]  That's accurate. Yeah.
[02:08:18.700 --> 02:08:20.700]  Yeah, there you go. There you go.
[02:08:20.700 --> 02:08:33.700]  Well said, Cascadian grown. I mean, you know, there's Robert Clark tried to categorize all these. Right. He tried to make narrow leaf drug, narrow leaf fiber, broad leaf drug, broad leaf fiber.
[02:08:34.700 --> 02:08:51.700]  And, you know, he's got all these subcategories and all of the acronyms. And it's like those are all useful for a botanist, but they don't tell the consumer anything. And then the consumer, you know, is.
[02:08:52.700 --> 02:08:58.700]  You know, I mean, Indica and Sativa necessarily mean anything. I mean, not really like they're interesting.
[02:08:59.700 --> 02:09:00.700]  Right.
[02:09:00.700 --> 02:09:16.700]  I think they kind of have proofed it. It's like, you know, type one, type two, type three. Like the type two is going to be almost CBD one to one. And that's not going to whack you. But again, you know, that's relatively new term to the to the discussion.
[02:09:17.700 --> 02:09:32.700]  Well, and, you know, I mean, this is really at the end of the day why I have the blog, you know, if it was easy enough to categorize a strain as couch lock Indica in one line, then there wouldn't be a need for my blog. Right.
[02:09:33.700 --> 02:09:47.700]  So, I mean, these the terms Indica and Sativa are useful if they convey certain things to you. But I mean, yeah, if we want to get more nuanced and you really want to know what a strain does to you.
[02:09:48.700 --> 02:09:53.700]  I don't think you can put them in these categories. I don't think they are.
[02:09:54.700 --> 02:09:57.700]  Yeah, I think Cascadian grown is correct there again.
[02:09:57.700 --> 02:10:19.700]  But, you know, and that's what makes this so confusing. And at the end of the day, why you do need a really detailed blog, detailed descriptions, notes, different people's input, because, you know, it's such a diverse plant, so much variety and categorizing it in a couple words is difficult, if not impossible.
[02:10:20.700 --> 02:10:45.700]  Yeah, again, you know, it's a new world and we've got to start figuring out better ways to communicate in subjects like this, which were, you know, come on, it's been illegal for how long, you know. And so the conversation wasn't widespread. So therefore, there probably needs to be have we need to have that conversation on a greater level.
